N#CC1CCc2ocnc2O1,"(48.182, 3623.482)",0.06700000000000728,13,53363,[ 13988.       985.411],[ 14564.      1024.032],[ 15498.      1086.566],[ 15886.      1112.554],[ 17418.      1215.197],[ 18154.      1264.522],[ 18362.      1278.499],[ 18642.      1297.238],[ 20147.      1398.038],[ 21521.      1490.131],[ 23658.      1633.277],[ 42695.     2908.79],[ 43478.      2961.274]
O=c1cc(-n2cccc2)[nH]o1,"(48.182, 3623.482)",0.06700000000000728,3,53363,[ 21193.      1468.138],[ 23545.      1625.702],[ 26313.      1811.203]
Nc1cc2ccoc(=O)n2c1,"(48.182, 3623.482)",0.06700000000000728,5,53363,[ 11993.       851.731],[ 15816.      1107.878],[ 18407.      1281.466],[ 20243.     1404.47],[ 25383.     1748.87]
c1coc(Cc2ncco2)n1,"(48.182, 3623.482)",0.06700000000000728,15,53363,[ 8685.      630.106],[ 9280.      669.955],[ 10082.       723.677],[ 10130.       726.893],[ 12339.       874.954],[ 12623.       893.942],[ 15320.      1074.653],[ 15612.      1094.218],[ 15731.      1102.214],[ 16021.      1121.635],[ 16023.      1121.779],[ 17411.      1214.755],[ 18589.      1293.706],[ 21688.      1501.286],[ 22571.     1560.48]
Cc1cc(=O)oc2ccnn12,"(48.182, 3623.482)",0.06700000000000728,5,53363,[ 20651.     1431.83],[ 21080.      1460.602],[ 22526.      1557.475],[ 23586.      1628.486],[ 25968.      1788.086]
Nc1cn2cccc2c(=O)o1,"(48.182, 3623.482)",0.06700000000000728,5,53363,[ 18890.      1313.837],[ 22886.    1581.6],[ 24332.      1678.483],[ 25904.      1783.795],[ 51447.      3495.197]
Cc1nocc1-c1ncco1,"(48.182, 3623.482)",0.06700000000000728,13,53363,[ 9775.      703.142],[ 12084.       857.827],[ 12660.       896.448],[ 14745.      1036.128],[ 15227.      1068.432],[ 16001.      1120.282],[ 16157.      1130.726],[ 18225.      1269.293],[ 20117.      1396.061],[ 20568.      1426.243],[ 21107.      1462.397],[ 22397.      1548.816],[ 23319.      1610.563]
N#CCC1OCc2nocc21,"(48.182, 3623.482)",0.06700000000000728,8,53363,[ 11791.       838.186],[ 14745.      1036.157],[ 15389.      1079.309],[ 19992.      1387.661],[ 23393.      1615.526],[ 42882.      2921.328],[ 42994.      2928.797],[ 43483.    2961.6]
Cc1occ2cnc(=O)[nH]c12,"(48.182, 3623.482)",0.06700000000000728,3,53363,[ 22639.      1565.021],[ 23984.      1655.174],[ 25210.      1737.274]
Cc1coc(=O)c2c[nH]nc12,"(48.182, 3623.482)",0.06700000000000728,4,53363,[ 13440.       948.691],[ 15321.     1074.71],[ 25823.      1778.362],[ 51658.      3509.299]
OCc1coc2cnncc12,"(48.182, 3623.482)",0.06700000000000728,16,53363,[ 2829.      237.754],[ 8384.      609.955],[ 9790.      704.141],[ 11244.       801.533],[ 14055.       989.875],[ 14481.      1018.435],[ 15326.      1075.037],[ 15401.      1080.086],[ 16931.      1182.586],[ 17123.     1195.44],[ 18128.      1262.803],[ 18462.      1285.181],[ 20823.      1443.389],[ 41945.      2858.506],[ 42201.      2875.661],[ 53167.      3610.435]
Cc1occ2ocnc(=N)c12,"(48.182, 3623.482)",0.06700000000000728,13,53363,[ 4147.      326.035],[ 11629.       827.357],[ 13415.       947.011],[ 13689.       965.386],[ 15661.     1097.51],[ 15766.      1104.509],[ 18044.      1257.197],[ 18501.      1287.802],[ 19245.      1337.635],[ 19659.      1365.341],[ 23601.      1629.475],[ 23932.     1651.67],[ 42996.      2928.979]
COc1ccc2ocnc2n1,"(48.182, 3623.482)",0.06700000000000728,11,53363,[ 11175.       796.973],[ 14507.      1020.182],[ 15077.      1058.342],[ 17445.     1217.04],[ 18741.      1303.843],[ 19887.      1380.643],[ 21296.      1475.078],[ 21814.      1509.744],[ 22872.     1580.63],[ 23033.      1591.421],[ 43160.      2939.962]
